用户,是否看过,评分,评论时间,有用数,评论
mirai,看过,很差,2020-01-04 19:27:32,15,这样浪漫化地处理法西斯不太好吧，而真正终结了二战的盟军几乎不可见，最后那战争的镜头是要把勇猛保卫德国的纳粹塑造成英雄了？当然最后有美国国旗，苏军呢？这是在资本主义内部试图让法西斯主义“合理”化，因为你看他们也是受害者，他们中也有好人。
巨米雨,看过,力荐,2019-12-29 16:20:36,10,"非常非常可爱，整个氛围色调让人想起了月升王国，我多给了一星，是因为我们需要这样的电影，加上最后还有里尔克的诗。

在一个疯狂的世界里，需要清醒善良的人去保持最后的一点光亮，为那些陷入疯狂的人留下一丝回头的希望，尤其对我们对此时此刻而言。

今年重读魔戒时对其中的一段话印象深刻：“推动世界之轮的功绩，常常正是遵循着这样的进程：当伟人的目光投向别处，是那些微渺之手因为感到责无旁贷而采取行动。”

我相信善良质朴的力量，也相信蕴藏在普通人性中的微渺之力是推动世界之轮的真正力量，像是引领哈利寻找格兰芬多之剑在黑暗森林中穿越的牝鹿，是星光点点的组成守护神的力量。

而我今年最大的进步正是：对给予自己微渺之力感到责无旁贷。"
某瞎学的GDY,看过,力荐,2019-11-02 12:12:42,16,太难得了这个片子，最后一句话看的我躲在厕所里哭了好久。（在网上凭着我零碎的记忆找到了这首诗叫《go to the limits of your longing》也许是最近真的非常的stress out毕竟要不是这样我那天也不会出来看电影，结果看见最后大屏幕上的Let everything happen to you：beauty and terror. Just keep going，no feeling is final我就开始哭的不行了，艹）
ChingYew,看过,推荐,2019-10-31 13:01:06,15,美国人是咋了这片子有这么好笑么从头笑到尾都给我整懵了，虽然有些新意但其实还是在惯着美国人对于二战的刻板印象。犹太女孩虽然真的很棒，但那个“胃中蝴蝶”的镜头还是蠢到让人岔气，简直像是ESL英语教学短片里抠出来了。
Mrs Dalloway,看过,还行,2019-11-12 06:39:02,9,过誉嫌疑？内里挺俗套的，笑点也很美国，包装成一个有趣的故事而已。
冰红深蓝,看过,推荐,2020-02-08 10:51:04,10,1.[吸血鬼生活]导演新作，又一部以儿童视角书写战争的电影。2.以乐景（游戏与天真的孩童之眼）衬哀情，由喜剧来呈现悲剧；以陌生化的方式审视充满焦虑与斗争的成人世界；通过儿童/少年被迫接受的死亡教育来实现成长的叙事。这些均是儿童视角战争片的惯例。3.不过，本片设置的一组两极式人物——想象中的温和型（被去势的）希特勒&现实中的强硬犹太少女颇有意思，还有山姆·洛克威尔出演的同性恋教官。本应“冷酷邪恶”的纳粹（或敌军）几乎没有造成什么威胁，于是，苦难深重的过往就这样被轻易地超克和放逐，及至在希望与光明之中幸福地共舞。4.儿童视角战争片还是最爱路易·马勒的[再见，孩子们]，隐忍克制，平静中的刻骨伤悲。5.部分色调与构图很韦斯安德森。6.蝴蝶，鞋子与鞋带。7.影片竟让我忆及至为久远的往事与情感，私心+1。（8.5/10）
空氣微粒,看过,力荐,2019-12-30 19:27:33,0,我永遠喜歡Taika Waititi
Anton,看过,推荐,2019-09-10 01:00:25,14,"特别喜欢开头。希特勒幽灵般的入场，把孩子不断高呼万岁，纳粹时期人民狂热的录像这些本应恐怖的场景剪在一起，能让观众觉得好笑，顺利带入到纳粹男孩的世界里，厉害…什么时候我们自己能有这样的电影啊。纳粹夏令营那段暖暖的快乐的童真的让我想起Wes Anderson，《月升王国》什么的。工整，体现在台词，道具，行动等线索分别在前后都有呼应的地方（也是催泪的地方）。我特别吃夏日男孩幻想故事这套题材。本片成立的主要原因在于狂热时代中男孩（和部分大人）仍然保有良知，而在现实中有太多悲剧始于孩子举报父母…结束后导演制片人男孩出来掌声持续了快三分钟。 ""What do we do now?"" 跳舞吧！"
Jane,看过,力荐,2019-11-02 16:46:03,7,冲着这个新西兰导演去的，他的片子都很搞怪，再加上他还演了个那么好笑的希特勒。我承认，这确实是今年最容易哭的一部喜剧，悲喜交加。JOJO这个十岁孩子被迫接受着洗脑，但也困惑着，质疑着，经历着战争的残忍。如今纳粹正披上各种外衣准备借尸还魂，历史从来不会只敲一次门，这部片子不但告诉孩子怎么面对人性泯灭的残酷世界，更是让我们这些成人警惕，不要创造那样的黑暗世界给孩子。主角小帅哥演的太好了，演技自然流畅，还有他的好朋友小胖，丝毫没觉得他们在演，前途无量，小盆友。
烤芬,看过,较差,2020-01-01 06:02:17,13,本周在影院看到两次《意志的胜利》片段，而且这部和《A Hidden Life》的开头都选了几乎相同的几组镜头，希特勒阅兵时右肩部特写我再也忘不了了。这两部一前一后看，衬得这部简直不能看——也许是我今年尤其刻薄了。但关于纳粹，I don't ever want to feel good. 即便是点缀幽默的可爱小孩成长故事，是儿童眼中过家家般的法西斯，是玫瑰色的初恋和美丽的母亲，是丑角化的希特勒，它也不应该让我 feel good。它不应该将感动、安慰与劫后余生轻轻松松交予我，让我以为那些微小的反抗与人性的坚持是童话般的英雄主义。
