用户,是否看过,评分,评论时间,有用数,评论
路人甲先生,看过,还行,2020-02-25 00:04:09,1,边扶额边憋笑，前二十分钟本来以为很自然的拍完，然后cute着cute着滑向cheesy的边缘，肥皂泡泡不忍心戳破，但Sam实在比Love simon还要陡峭（自己放的手饭桌谐音取笑闺蜜最后闺蜜Harry掰了还要纷纷觉得对不起他，harry最后为了他放弃去LA），不过虽然我感觉很别扭，但这样的小基电影请多来一打。
粉红噪声台,看过,很差,2020-02-26 08:19:26,0,harry标准的狗颜啊！
HAL,看过,还行,2020-02-29 01:25:20,0,终于看完了。1）确实借鉴WHMS了，但是明示到这种程度到底算致敬还是抄袭真的很tricky，我倾向是致敬。2）尼玛花栗鼠真是可爱到无以复加。3）节奏真是太差了，但是细节太甜了。4）GOD I MISS CHICAGO！！！
颜良辰,看过,力荐,2020-03-08 21:57:26,0,甜到翻！我的天！全程忍不住老妹微笑！
小飞象,看过,推荐,2020-02-26 13:41:02,1,爱情小品 很自然而然 还不错的
小小天,看过,还行,2020-03-07 21:45:51,0,看开头还以为会是一个lgbt版本的《绿皮书》，很快就发现自己想多了
老鹿,看过,较差,2020-03-01 12:28:52,0,剧情好尬 好乱 发际线和三观好奇怪 Harry毛好多穿着好邋遢 要不是在风城拍的 我敢打零分 意外是看到了Karamo的客串 还有🍩看起来好大好好吃
Marc,看过,还行,2020-02-28 08:11:37,0,就...随便看看就好
习惯性目瞪口呆,看过,还行,2020-02-28 16:00:11,0,台词太烂了放到AO3上都算不上上乘，男二的delivery更是…我只能说幸好你长得帅。男主和闺蜜的关系比男一男二自然有趣多了，倒不如把这方面多探索一下，通篇特写镜头正反打对话也是很偷懒了。如果是hetero主题我会打两星。
哔哔哔哔,看过,推荐,2020-02-25 18:49:54,0,"I‘ve never felt so related to any Love stories except this one. The main characters are just ordinary people just like you and me with flaws in their personalities, seeking for love. Although the ending is Cliché, but I love the whole vibe this movie gives me. The other movies talk about gay life is just Sex drugs Aids and shit. No Resonant."
黑眼圈,看过,还行,2020-03-01 19:10:41,0,俗到无言以对。
4.20,看过,较差,2020-03-05 23:25:54,0,随心所欲的看看就好。
二贰,看过,还行,2020-02-26 16:43:00,0,哼，竟然没看到施展魔法
Janie,看过,还行,2020-02-28 23:53:10,0,好甜吶我的天
Dumblewhore,看过,较差,2020-02-23 13:49:04,1,这剧本是真的烂透了……男主永远红着眼眶要哭了一样 男二虽然身材很好（。）但演技真的很烂诶还有点油腻呕（长得还有点像Joe Jonas
Spy Liu🌈,看过,较差,2020-02-28 02:37:25,0,哈利太傻逼了，我是男主，哈利早就死几百次了。多打一颗星，其实只值一颗星。刚刚看5分钟就想关掉，全凭着同性这一元素坚持看了下去。剧本智障，对话冗长，哈利简直该千刀万剐。
用心造作,看过,较差,2020-02-28 15:32:19,0,对于同志题材的烂消费……剧情细碎，人物情绪突然的到来与爆发
Willyi公孫瑜,看过,还行,2020-02-27 20:50:44,1,硬伤是挺多，不过还是算看着舒服的片吧，同时感觉借鉴了很多雷同剧和电影
JUSTIN剑,看过,推荐,2020-03-02 22:38:38,1,"撒了一波狗粮的爱情片。
虽然老套，但是对于我们这种单身狗。不是很甜蜜嘛。"
本人,看过,较差,2020-02-28 18:08:21,0,台词听得我尴尬到想快进，好几处交换场景几乎是硬接上去的。倒是剧情也没怎么歇着，导演应该也有自知之明自己拍得是快餐吧。
𝙈𝙖𝙧𝙞𝙤,看过,还行,2020-02-24 23:03:01,3,🐿️还是可爱的，男二好像吴克群哟。不过喜欢还是坦白吧，不必用实际行动去伤害来证明存爱在。
Fitz,看过,推荐,2020-02-23 22:39:08,0,甜就夠了🦷
碾子Evan,看过,还行,2020-02-29 11:13:22,0,男主实在是那种忒招人稀罕的gay了！！！剧情真的很致敬当哈利遇到萨莉，只不过还是有流水账的问题在。Karamo的客串真的惊喜hhh
Moscheal慕,看过,还行,2020-02-28 22:29:42,0,又是一个类“当哈利遇见萨莉”式的电影，但是过渡及其生硬，而且，Ewwwwww，男二这种配角人设放在这里真的有些无语……不羁校霸的形象为什么被他演绎的如此油腻。台词也说不清楚，觉得自己是有多迷人？校霸深柜形象千千万，这是最令人讨厌的一款。男主喜欢他感觉纯粹是馋他的身子。
赫,看过,还行,2020-03-03 18:37:05,0,肥皂故事
一二三,看过,还行,2020-02-25 01:33:26,0,Emmmmmmm 拍成电视剧可能好一点
Standalone,看过,还行,2020-02-28 00:11:13,1,soooo sweet
thefinNga,看过,还行,2020-02-27 19:18:52,0,就看看打发时间 配乐还挺好听
谁的雀斑在飞,看过,较差,2020-02-27 15:53:20,0,无脑Rom com，男二日常穿着真的非常queer。
abbyoho,看过,还行,2020-02-25 21:40:15,0,"最后一幕a few years later抱着宝宝一家三口也太甜了吧！后半追妻火葬场。The best friend should not be boyfriend, or you may lose him twice in one night. But with love, any relationship can last."
图图,看过,较差,2020-02-28 00:21:30,0,I think I’m so done for that young shit!!!
alty,看过,力荐,2020-02-29 10:40:51,1,甜到质壁分离的浪漫喜剧片，泛性恋就是好啊……虽然但是不过最后抱着小宝宝真是萌坏了
Gideon,看过,较差,2020-03-01 20:35:39,0,甜腻糖水片，标准春梦结局
国宝,看过,还行,2020-02-26 15:00:58,1,《格蕾》里的施密特，这里也好甜~
抒羽,看过,较差,2020-03-04 12:53:23,0,他俩的感情实在完全没有可信度。。。。但harry很可口是真的
王大力SuisMoi,看过,还行,2020-03-05 22:58:22,0,插曲居然是戳戳的What A Heavenly Way To Die！（对情人节上映的爆米花电影能深究什么，不走脑子地看就可以了！（喜欢女主！（1号明显不适应拍gay片演技爆棚尴尬
nzaq,看过,还行,2020-03-01 19:45:44,0,看完以后我并不能感觉到Harry在遇到Sam后会一改以往那么“渣”的行为的原因。
AngLi,看过,推荐,2020-02-29 00:05:52,0,有点尴尬有点甜，我什么时候也能有甜甜的恋爱呢！
落,看过,还行,2020-03-10 00:13:49,0,都市小品爱情故事，以前是男女，现在是男男，整体非常非常普通，爱，纠结，误解，和解，就和以前拍烂了的都市爱情电影一样。但是它也有特殊的意义，因为同性电影终于不再是出柜，自我认同，对抗环境，困境的电影了。在婚姻平权的国度里，变成了一种实在是再正常不过的事情，这是意识上的革命，不再是异类，而是平庸与平常。
已注销,看过,推荐,2020-03-01 00:47:18,0,含泪四颗星
皮蛋爱吃小鱼干,看过,还行,2020-03-01 21:30:03,0,just get a room ，hurry 看得着急
flume_,看过,还行,2020-03-03 02:24:14,0,basic归basic 一个个大评论家又是看了多少queer rom com还是straight rom com?
路人管先生,看过,还行,2020-03-01 22:39:16,1,想定做一身粉红色的西服呢！！
灰尘埃,看过,还行,2020-02-27 23:16:03,0,这情人节特供让我想起了阿迪达斯的运动香水—乍闻欢欣，可木有后劲
懒懒棍,看过,还行,2020-03-02 22:19:13,1,别人家的基佬片已经进化到情人节糖水了，咱也少点苦大仇深吧。
VOR,看过,2020-02-29 00:14:28, ,0,老套+油腻...
