用户,是否看过,评分,评论时间,有用数,评论
m89,看过,较差,2020-03-02 19:29:17,1,配乐不错。我喜欢玛丽的左胸。别纠结了，你们需要一次4P。
Haleyrink1897,看过,推荐,2019-10-12 03:04:25,67,年度人体艺术摄影大片，糯米的喻体真美 另外还有一位叫Alexia Giordano美女找了半天没找见
Talushen,看过,推荐,2020-01-03 22:56:32,72,我的天哪！面对一切都是完美的糯米我开始怀疑我哪里还是性冷淡……
与碟私奔,看过,推荐,2020-02-25 18:59:38,28,主要是被海报吸引想看，而在近日终于微博有人放出了熟肉汁源，高清下载先睹为快主演: 诺米·梅兰特 去年开始大热，得益于那部人见人爱的“燃烧女子的肖像”而这部电影同样和那部电影有异曲同工之妙，“燃烧”讲绘画延展到两个女子的愛，珍品则是通过摄影把姐妹与好友的爱恋联系到一起；复古的画面现代电子音乐的烘托下，電影一点也不像100年前的故事，感觉比我们这个年代还超前和不可思议的感情处理。皮埃尔对玛丽说：当我无法成为你的丈夫，就让我当你的情人吧，我想教你一些妳难以想象的东西。而玛丽想让皮埃尔只爱她一个人时，皮埃尔是做不到的，他可能也就是尽可能多愛她一点点，玛丽大声说：我~恨~你！只有你能让我好起来。玛丽让她母亲说的就是敏感脆弱和最有才艺，而这个既漂亮又有主见的女子可能就是那个时代的“奇葩”其实就是今人看也是了
王卡,看过,较差,2020-02-28 21:22:13,2,女主角身体的美貌程度可以打满分，绝了。剧情负分，啊啊啊满脸黑人问号脸。
有志,看过,推荐,2020-02-27 01:10:59,19,所有不道德的感情冠之以艺术之名都是美。
傲龙,看过,还行,2020-03-05 21:04:38,1,快进看看了
善良虎,看过,较差,2020-02-28 16:45:09,2,肉体盛宴 法国人真浪漫
byul,看过,力荐,2019-12-12 10:05:58,59,"美得不可方物
感受到了自由奔放的法国女人
（我们穿好衣服再说话好嘛）"
给艾德林的诗,看过,还行,2020-02-27 22:43:13,3,2.5 太美了！糯米的玉股堪称粉雕玉琢，玉兔能称明艳无俦，玉颜可唤蛾眉曼睩。如此美妙的胴体朱颜，对应一个19世纪版赫夫纳与夏洛蒂·勃朗特样情人的身体哲学故事，大致上可以说到隔室NTR时候的男性视角，能明显感受到一个水平不咋样的伪·金基德是多么地无力，但是结尾的强行挽尊，也多少给出了些女性视角，即正值年华少女们的青春不会被所谓某些男人占有，因为那是本来就会失去的东西，还是需要自我去把握。
苏莫,看过,还行,2020-03-08 13:47:12,0,单纯的对另类生活的窥伺
GIVIND,看过,推荐,2020-02-28 14:11:34,9,很奇妙，明明是一部’展露无遗’的情色片，但却不怎么关乎情欲，食色虽性也但也仅止于对美好肉体的赞美与倾慕；这可能全赖出发点的指向性——在一个(真正的)摄影师眼中，所有收纳进镜头的元素首先是为了呈现脑海里那幅画面，合适的光圈与快门、精准的瞬间与构图以及模特儿与摄影师的情绪默契——总归摄影需要一部分天赋而艺术也总是有门槛的，面对这样一部电影，心里预设了多大格局眼睛就触及多深层次；对单纯迷恋光与影的人来讲，每一帧胶片都是精雕细琢不可多得的宝藏。// PS. 糯米侧颜无敌！就是某些角度和艾玛小K傻傻分不清楚…
哼哼.floweray,看过,推荐,2020-02-29 10:28:47,16,"五成人只看到性，两成人看到了美色，两成人看到了人伦，半成人看到了爱，半成人看到了情。
这也就很好的解释了“你是什么，就会看到什么”。
别问我，我什么都看到了，也什么都没看到。
但我懂了：人心的房间比妓院里的客房还多。"
陆支羽,看过,推荐,2020-02-27 02:34:44,2,4.0。
在月球上荡秋千,看过,较差,2020-02-29 21:15:05,0,实在接受不了这种践踏道德底线的无耻之人
许佩芬,看过,2020-02-29 16:09:37, ,1,姐姐好美
Sabrina,看过,推荐,2020-02-28 14:18:34,1,美！
M & R,看过,推荐,2020-01-21 06:05:10,4,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ，老婆美。
猪头妖怪,看过,还行,2020-02-28 02:42:02,2,主题大有挖掘的潜力，可惜故事讲得太单薄了。Noémie Merlant 第一眼也不算太漂亮，但实在是耐看，魅力惊人。而且摄影也美到叫人毫无抵抗力。
超人叔叔,看过,还行,2020-02-29 15:01:05,0,摄影与情诗 肉体呈现无敌啊；所以这是用的火棉胶湿版摄影法还是水银蒸汽？
Dita,看过,还行,2020-03-03 22:21:56,0,糯米好美
咖喱树上一只猫,看过,还行,2020-02-27 09:25:59,1,求之不得时候，有的人走向恶俗，有的人走向庸俗，有的人可以玩出千百种花样，一切只是为了征服，沉迷如此蹉跎一生。
NanSLi,看过,还行,2020-02-29 14:05:14,1,也不知道肉体已为爱欲的符号表达，实为失望其极度“封闭”的文本性。即使用略带复古浪漫的技法试图捕捉更为微妙的细节，那些审视里的视点落下的肌体也传递着那些细微的反感。情感上愈发混乱的多角漩涡透过一个个美丽、诱惑的体态叠合的褪色剪影渗透至每个镜头里，而情欲的传达早就被空泛的肉体沉沦所代替得所剩无几，所幸即便在视觉尽失之后的时刻，记忆里依旧能有无限珍品的残存...
令希丰,看过,较差,2020-02-29 18:41:43,6,就是一个摄影师看过、拍过太多美好的肉体，然后眼睛瞎掉的故事。
SebMia,看过,推荐,2020-03-04 15:35:25,5,电影本身算不上珍品，但诺米的身体绝对是极品。
金利是个省油灯,看过,推荐,2020-02-26 13:50:31,1,法国人讲爱情非常粗暴，“朋友妻，不客气”的梗用到底。相比《你好安妮》《婚姻间奏曲》的准则矛盾，本片很简洁——爱就是要赤裸裸，脱的一干二净。
kiki204629,看过,推荐,2020-02-26 14:38:18,4,太喜欢那些照片了。拍的真美啊！趁着年轻美好的肉体，可以留下一些私房照啊，不过也因人而异。
budaphin,看过,还行,2020-02-29 00:59:24,0,promo太诱人了，非常tempting。
瓦尔阿凡达,看过,力荐,2020-01-28 22:35:52,50,五星no.1身材
居无间,看过,还行,2020-03-10 16:56:31,0,身体很美，摄影也很美。挺喜欢影片的立意，女主的情感自由萌发自身体自由，这契机，源自另一个女性。故事里的男人，起初处于上风，是“窥视”和“占据”的一方，而最后，都成了情感的俘虏。
暖,看过,较差,2020-03-08 19:05:11,0,诺米·梅兰特的身体真是美到令人窒息，电子乐用得真是恰到好处，视觉感是不错的，但拥有创作力即拥有权力和性权力，过于简单粗暴了。
眠去,看过,2020-02-24 22:10:31, ,3,糯米浑身是宝，正好“珍品”
庄老斜,看过,较差,2020-03-02 17:42:16,0,除了白白的身子，实在没什么好看的，法国人的浪我们永远不懂。
应用层协议,看过,较差,2020-02-29 01:14:17,0,没错我也是来看女主角裸体的
冥王星期一,看过,较差,2020-03-03 23:45:58,2,这……我……情色得嚟又不够情色，故事也是乱七八糟，啥都不说了，我就想问一句，是法国九成的男性都叫皮埃尔吗？
Raphael,看过,还行,2020-02-29 16:28:16,1,尺度好大，拖完了。
邮差总按两次铃,看过,较差,2020-03-02 09:55:22,1,这有个鸡⑧的剧情，欧洲七八十年代软硬色情片都比这有深度。地狱解剖里的女主也没认出来
南赫,看过,还行,2020-02-27 16:00:35,0,情场之大，无奇不有。
三点少,看过,力荐,2020-01-25 22:09:49,15,"从《燃烧女子的肖像》到《珍品》，在肺炎的阴影下，与其去不知深浅地去担忧自己会不会得病，还不如用看得见的方式去感受和享受纯粹的生命。
真的，看到有如此的美丽～美到洋溢得不得不挥霍，应该感谢有影相能记录！有希望时，才会立一大堆规矩；一旦放弃未来，就觉得没及时行乐真是浪费！"
Noel,看过,2020-03-01 00:03:19, ,0,打的⭐全给糯米饭果体了
行走的雕像,看过,推荐,2020-02-28 21:15:02,4,求求你们在一起吧，别再祸害其他人了。
胡二,看过,还行,2020-03-03 15:06:37,0,鼻子跟光影对果体美的呈现真是影响太大了
