用户,是否看过,评分,评论时间,有用数,评论
凌睿,看过,较差,2019-09-01 20:01:32,1060,"剧版让我路转粉，影版又让我粉转路了。
本质上就是搞笑+卖萌+卖腐+搞CP，表面上很有趣，其实很商业化，很浮躁，完全失去了当年的质朴和单纯。
这种画风对一部网剧而言算很不错了，但这对于一部院线电影而言是远远不够的，制作和美术并没有显著的提升。
不仅没有进步，第三幕反而还有点粗糙和偷工减料，像学生作业。作为一部院线电影的最终战，制作太一般了。
仍然是老掉牙的两种群体的世界观，这类电影有太多了，《黑衣人》《哈利·波特》《X战警》《阿凡达》……有那么多同类电影导演也并没有从中学到点什么，拍得又老套又简单。
人类开疆拓土，严重影响妖精的生活，所以妖精要报复人类……能不能有点新意？
“他现在只有我了”“我想和你在一起”……不就是霸道总裁爱上我的玛丽苏剧情吗？
强行卖腐搞CP，你觉得很甜，抱歉，我觉得令人作呕。"
木卫二,看过,较差,2019-09-02 22:26:10,489,就是一系列“我/你/他为什么会在这里？”的连环疑问，怪物之子拼搭 X 战警（注：黑凤凰）混搭中国城市乡野风土背景的乱炖菜又没有消化融合好——你会找到各种人物原型出处，几乎每一场打斗都使上毁天灭地的架势，风吹发乱却毫发无伤。段落与段落之间又是彻底断裂的，反派五六个，正方一大堆，主要人物没有情感动机，仅因为森林被毁了的环保主题，一个人孤单不如报团取暖之类的处理方式，真的太儿戏了（反转尤其古怪潦草）。最后会馆那个图，顺手拿的吉卜力？哪吒之类的，等你们来说吧。
昨夜星辰恰似你,看过,力荐,2019-08-28 01:54:54,382,"8.27点映
从画面到配音到配乐到故事，都是三个字，治愈系。这也就是罗小黑。
ps.哪吒不是客串，是罗小黑世界观里的哪吒大人哟"
注水龙,看过,还行,2019-09-07 11:32:25,108,感觉看了部换皮《X战警》《火影忍者》。估计是我期望太高，还以为能搞出一部动画电影，结果仅仅是剧场版。因为里面存在大量讨好粉丝的垃圾时间，导致故事节奏非常差。如果你没看过原作，真的要做好哈欠连连的准备了。另：本片开头的配乐居然和《千与千寻》开头的前几个调一模一样，我都惊呆了。拍成这幅德行居然比《哪吒》还高，我没看错吧？
亵渎电影,看过,较差,2019-08-31 16:49:37,482,点映这两天看到了各种好评，以为会是一部《哪吒》那样的“好电影”，结果从类型电影的角度来看，并不好看，叙事节奏很拖，比如说前面一个小时屁事都没发生。只适合剧集版的粉丝，算是剧场版大电影吧，你们可以自high了。单纯当成一部独立电影看的话，也就四五分的水准，不能及格，最后那点动作戏的分镜头设计也是业余的一塌糊涂，亮点是那些充满网感的笑点设计和哪吒的彩蛋式客串。主题上跟1994年吉卜力工作室高畑勋导演的那部《百变狸猫》讲了同一件事，至于那些灵质空间之类的概念也还停留在网感名词的阶段。之前看主创说，做这部电影相当于花了多少时间一口气画了多少集，但电影这东西真的不是拿多少集短片凑成一部电影的时长就可以了，电影有电影整体的叙事节奏，特别是这类商业动画，罚你们去重刷《哪吒》，好好跟饺子导演学学！
风间隼,看过,推荐,2019-09-15 15:37:52,27,要说国漫崛起，这个才算。让人眼前一亮的，都是以往国产动画的软肋：世界观、人物刻画、想象力、环保理念和台词。论破坏场面，完全是商业大片的规模，冷趣味和叙事节奏尤其赞。与其去拼技术，不如先做好内容，这才是国产动画的正路啊。
祝你早安,看过,很差,2019-09-03 20:55:29,297,简直让我粉转路，片方应该好好学学怎样学剧本，而不是一味着跟若森学，《黑衣人》《x战警》等等大量烂梗影子。罗小黑还是走网播吧，配弹幕给那些粉丝们吐槽就足够了！
Larene,看过,力荐,2019-08-31 16:09:15,259,有生之年终于看了点映（点映送了周边哈哈哈）。乡村的地方想起龙猫，会馆想起千与千寻，故事设定想起神奇动物在哪里。 但这些都不重要！因为动画本身真的太棒了，故事完整，充满暖意，笑点随处可见。卸了粉丝滤镜我一样会打满分的。
嘟嘟熊之父,看过,较差,2019-08-31 15:46:48,395,请不要和哪吒装熟，真的相差十万八千里，一部动力匮乏中途熄火的花瓶电影。作为主角的罗小黑从头到尾都如同倚天剑屠龙刀，仅有属性没有人格，最后问出“风息是坏人吗”是绝对的荒谬，他首先要问的是“自己是人吗”？冷幽默是唯一的亮点，卖萌部分用力过猛酸的牙疼。
GA,看过,较差,2019-09-04 10:08:34,260,剧本真的太烂了
xiao雨痕,看过,推荐,2019-08-31 17:28:10,66,"打斗不燃但设计的非常优雅，音乐非常感人温馨，但预感票房不会太好。

想票房好的话得让最后小黑大喊几声「我命由我不由天」之类的话（你别管他到底由不由），或者让哪吒最后和那个豹子精打打，再变个身，小刀会序曲放到最大音量，票房10亿就没啥问题了。"
XiYYYYYYYYYYY,看过,还行,2019-09-08 12:51:12,92,谁给肥志的勇气吹这是“中国宫崎骏”？？？自己也是画漫画的难道不知道宫崎骏的实绩和影响力吗？捧杀营销最是恶毒。
黑狗成,看过,推荐,2019-09-07 23:34:37,29,以一个剧集动画的电影版身份亮相银幕对华语市场也许有进入新阶段的意义，导演木头因为自己丢失的小猫而创作了罗小黑这个形象，长片延续了剧集的优势，也玩出了一些新花样，上星期在日本问了一位从业超过20年的真人电影导演，他认为动画电影将引导亚洲的未来，也许真是这样。
天泽,看过,很差,2019-09-07 09:31:58,278,我求求别再用国漫崛起来骗人了好吧，就踏踏实实做个表情包不好么…
我爱罗宾,看过,推荐,2019-09-03 20:19:07,88,国产动画又一惊喜之作！不是小黑粉倒被电影萌到啦，画风和设定都非常吸引人，更棒的是影片在有限的内容下展现出一个完整的世界观，这点就非常厉害了，结局小黑的选择也代表着新的开始，完全没看过瘾，迫不及待想把番剧补了
时光Serene,看过,力荐,2019-09-01 17:04:53,198,"必须五星⭐⭐⭐⭐⭐给我的MTJJ大大，更重要的是给我们的原创优质国漫。
依旧是考究精致的国风画面，依旧是行云流水的打戏，依旧是无处不在的MTJJ大大签名，当然还有彼尔德等小伙伴的友情出现。故事饱满很多，人物多但都功能性很强，笑点也很密集戳中我心。
电影可能能更进一步的地方是可以更深入挖掘到底人类和妖精的共存模式是怎样⊙▽⊙"
马掰掰,看过,推荐,2019-09-08 11:47:12,26,要说国漫，我还是支持罗小黑这种。缺点可能是制作工业上的缺陷，制作有点慢，看完这部没下部。但你能看到它的设定、画风、配色这么多年都是稳定的、有辨识度的。不像那几部国漫，镜头切出来，分给不同的厂加工，照着最烂大街的游戏CG风格按高水准输出，放在一起根本分不出来，然后剧本特别烂。罗小黑的剧情虽然很简单，但没有大问题，也不是很傻的善恶二元，最最最主要的是，人物不抖机灵，不满屏充斥网络段子。反而这也是不讨喜的地方，普罗大众还是爱看低俗段子跟打打打，这种日常番风格肯定市场表现要弱一些，大家有空去看看，罗小黑很萌的。
不良生,看过,推荐,2019-09-13 22:55:15,7,因为害怕孤独，人类总是抱团行走，但其实摆脱不了孤独。因为渴望家园，人类驱逐剿灭异类，但其实在异类眼中，人类也是异类。唯有当异类与异类相互慰藉取暖时，他们才能够成为同类。人类就是这样从异类变成同类，可惜人类却不允许其他异类也变成同类。这个世界没有妖精已经很久了，为了天下大同，人人相似脸孔。这才是人类天性中的可悲与无奈吧。
zb71,看过,很差,2019-09-04 15:15:37,124,一部剧场版的TV剧！剧情平淡！
So Saw Me,看过,很差,2019-09-02 09:05:28,118,幼稚可笑，还蹭哪吒热点
锐利修蕊,看过,推荐,2019-09-05 22:57:24,51,超出预期，没想到格局非常大。而且影片现代和二次元画风的混搭，也不显突兀。罗小黑的个性更像是一个引子，牵扯出的是自然和科技之间的冲突，以此磨合共存共生的，我想其实是智者的化身。国漫输出最强大的还是善与恶的分界，就像好与坏也没那么绝对一样，这是正确的价值倡导。哪吒的客串彩蛋是最大笑点！最后被结尾那句“我想和你在一起”酸到了，这年头为什么看国漫，都能捡到狗粮？
