用户,是否看过,评分,评论时间,有用数,评论
醉梦·聊生,看过,力荐,2020-01-09 21:58:32,0,不同于狗使命漫无边际地穿越，本片如同涓涓细流，以狗的视角，略带灵性地讲述，一个赛车手经历的家庭变故，人世沧桑，赛道崎岖，河流有石头阻挡，丹尼一开始选择绕过，后来受了恩佐的激励，勇敢跃过了石头，抓住了自己的幸福，赛车和女儿。
外出偷狗,看过,力荐,2019-11-14 23:27:11,1,🐶
mongatw,看过,力荐,2019-11-03 19:30:59,0,"凯文的配音
米洛的新作
还有19分30秒那首好听的歌叫做Brand New Day"
猩猩王ி,看过,推荐,2019-11-09 15:52:32,0,家里狗狗年纪渐长 好焦虑🥺😖
长倾,看过,力荐,2019-11-24 16:41:28,2,生命因有始有终而美丽
战斗少女,看过,力荐,2019-11-10 22:59:01,0,大哭😭😭😭
9C拜卡搞学习,看过,力荐,2019-12-30 14:57:17,1,I am a dog person
Jean-Renz,看过,力荐,2020-01-05 00:01:58,0,妈耶，酷炫又温情，五星收割我的心
孟克柔🌈,看过,推荐,2019-12-06 16:28:17,0,狗狗太感人了
Nightwing,看过,推荐,2019-12-05 18:40:58,0,无非就人狗情，但就是很动情
天D行者,看过,推荐,2019-12-11 02:13:28,0,凯文-科斯特纳献声，稍微觉得沉重、成熟了点，阿曼达-塞弗里德出演，后面生病的那段看得让人怜惜，狗狗的表演不温不火，男主赛车手的身份和赛车增强了影片的魅力和看点。人生三大事：生、死、爱，狗生亦如此。看到最后小男孩出现，冥冥中感觉狗狗是转世了。相信转世是多么美好的一种期愿啊！
KA,看过,推荐,2019-12-28 20:48:01,0,丹尼就是妥妥的杰克啊……除了争夺抚养权冗长多余，其他都很棒
草一由八,看过,推荐,2020-02-07 23:09:04,0,"温暖得眼眶湿润。一切都圆满得像个童话，在这样一个处处残缺的时期，刚好需要这样一个圆来温润心灵。全片以狗狗视角为第一人称，原来宠物会思考这么多事，还会报复，会产生幻觉，会想成为人类。"
glim,看过,很差,2019-11-17 00:42:43,0,我只能看🐶
Clairvoyant🌈,看过,较差,2019-12-21 18:57:06,0,骚凹瑞
cat,看过,很差,2019-12-02 04:44:51,0,看了15分钟两个人都看不下去了 狗旁白很恶心 男主的演技if any 很恶心
我是直的,看过,推荐,2019-12-14 09:04:53,0,太好哭了。
费纸姬,看过,还行,2020-01-23 05:29:10,0,一辈子讲的有点快了，跨度太大，能细讲的故事就少，但狗子演的是真好
woniu2048,看过,较差,2019-12-14 22:01:55,0,爱狗人士的狗视角题材，模版式的煽情催泪的类型片，强加的狗情感，自我陶醉的优越。
秀山鲤鱼,看过,推荐,2019-10-29 17:30:14,1,7分，恩佐是个哲学家啊。
小弟震,看过,推荐,2020-02-11 19:28:49,0,一般不敢看这种电影
babudo,看过,推荐,2019-11-03 04:15:05,0,一只金毛眼里的无常人生，换个角度重新体验人生的悲欢离合，聚散无情。凯文-科斯特纳配音的狗狗确实很有灵性。
时代战士,看过,还行,2020-02-02 19:07:39,0,动物题材的标准化电影，一般汪星人演技过关都不会翻车。PS：《只有芸知道》里面狗和女主的情节，算是巧合？
一个裤头的诞生,看过,还行,2019-11-01 02:40:33,1,比大多数狗宠影片少点喜感，多了几分现实，既没有流于矫情人狗奇缘，也没有过度煽情催泪，这种操作很特别
水木清华,看过,力荐,2020-03-09 23:24:23,0,An old friend.
一句话影评,看过,还行,2020-02-12 22:46:10,0,看完更想养大金毛了
电影盘点君,看过,力荐,2019-10-26 21:49:28,0,很温情的电影，狗狗遇到了个好主人，主人遇到了个好狗狗
M酱,看过,推荐,2020-02-08 08:19:23,0,"好哭的一部 Not all dogs return as men, they say. Only those who are ready. I'm Enzo."
KatharynCWiig,看过,还行,2019-12-29 16:52:35,0,I read this for 11th grade summer reading back then the rumors were they’re gonna cash Patrick Dempsey and Katherine Heigl I remember the author coming to school for a Q& A
泰坦,看过,还行,2020-02-05 16:06:09,0,狗狗眼中的人生记录
海丽高,看过,推荐,2020-02-20 18:26:50,0,【补分】故事和拍法明明都是老套的，可还是感动我了，爱和成长是永恒的灵药。
好姑娘老妖,看过,推荐,2020-01-11 17:24:15,0,最近看的电影都很好哭。
zts,看过,推荐,2020-02-18 16:37:14,0,哭惨了，我相信狗狗来世会投胎成人，因为这一生太短暂，不够对你的陪伴
董小长,看过,还行,2019-12-09 23:32:52,0,20191209le。通俗的温情狗狗片。让人们珍惜家庭和眼前的幸福。
一位少男,看过,推荐,2019-12-28 22:06:05,0,男主太爹了！in  a good way.
Puppuccino!,看过,推荐,2019-11-08 19:30:58,1,很俗但是很好哭！狗狗天下第一！！！
建筑民工,看过,力荐,2019-12-05 09:23:58,0,有Amanda女神的无脑给5星，何况还有这么萌的🐶
海蓝缝鲸,看过,推荐,2019-11-20 00:31:53,0,在蒙古，狗死后会被埋葬在山上，以免被人践踏。主人会贴在狗的耳边对狗说，下辈子投胎转世要做人。白蛇转世报恩，狗转世再续前缘。电影最后，一个小男孩被父亲带到男主角（功成名就的法拉利车手）面前，对他说，我家孩子每天都在念你的名字，想见到你，希望你能给他签名。男主角问小孩，你叫什么名字？小孩答，Enzo（主人狗的名字）。真是来生缘。
王俊俊,看过,力荐,2020-01-21 00:43:46,1,很多人生哲理赛车比喻就不提了，最后那句人生就是有得有失瞬间哭腔。哭惨了。忍不住哭出声，哭的声音像个孩子。一样养金毛，只想紧紧抱住我们芒果宝宝，甚至想立刻买个跑车带芒果兜风。
米斯里,看过,还行,2019-11-06 11:32:36,0,比那几部拍的乱七八糟的骗狗粉眼泪的片子强多了，但整体依旧平平。忠犬八公的故事真的是美式狗片的巅峰了。
宋淼,看过,还行,2019-12-25 10:56:54,0,虽然哭了但拍的真的很一般.
prima donna,看过,还行,2019-11-03 14:50:51,0,电影好看是好看，最近一开始哭就止不住了，但是男主演员的帅气包袱有点重，演起来让人感觉有点别扭。
小姜,看过,还行,2019-12-21 23:19:24,0,女主绝症，岳父母来抢夺抚养权，狗狗眼中的狗血剧。
ilsbsblm,看过,还行,2019-11-21 09:00:53,0,全程看狗，其实有点无聊
Innocence,看过,推荐,2020-01-14 19:20:02,0,男神居然是条狗
心锦意阑珊,看过,力荐,2019-12-10 18:46:18,0,我第一次有了想养一只宠物的念头
我是发际线,看过,还行,2020-02-06 21:28:26,0,3.5
Infinitezoe,看过,推荐,2019-11-07 03:34:16,0,Enzo的视角里，他风雨无阻陪伴男主，到成家，到有小天使，他向男主学习了很多。部分情节没能免俗，但有些地方还是处理的很特别，最搞笑的是狗狗虚脱后出现的恶魔斑马，最催泪的是他最终实现了和他的赛车梦，那一刻Enzo又未尝不是重返童年呢
MAGGIE_嫚,看过,推荐,2019-12-01 00:23:37,0,I love you，boy～
坐好我要起飞啦,看过,推荐,2020-01-12 17:51:13,1,鸡汤这种菜，不在乎吃过多少次，只要够鲜还是好吃，本片就是鸡汤。
朴九月,看过,力荐,2019-12-16 22:53:51,0,😭
B3,看过,推荐,2019-11-22 22:42:38,1,总有人看这种电影开场两分钟就哭成狗（人=我） 烦人
帕特里克,看过,推荐,2019-11-08 11:00:32,0,爱狗人士的福利片，恩佐又可爱又帅气，最后坐赛车竟然没戴头盔啊……
KevinZii,看过,推荐,2019-11-02 22:56:33,1,一生的好朋友。
MISS BELLA。B,看过,推荐,2020-03-01 21:51:22,0,此生注定陪伴，来生不见不散
Kuma,看过,推荐,2019-12-19 12:56:53,0,狗演得不错。虽然俗套但还比较自然。
lithium,看过,推荐,2020-01-05 14:58:01,0,养狗或者爱狗人士一定会很有共鸣 最后哭死我了 狗狗演技太好了吧 作为狗狗 他用了一生陪伴你 来生他也想再次遇见你 Enzo is a really amazing old friend
NO.Ethan.1,看过,力荐,2019-12-14 17:07:00,0,故事很棒哦 法拉利红配金毛配绿色的风景！
tangerine,看过,较差,2020-02-22 21:47:49,0,拟人这种修辞手法实在是恶心到不行，没必要把人的那套强加在动物身上，撸狗片沉迷侧面描绘人没什么问题，但是不能做过。赛车场面倒是拍的出奇地好，但是遗憾的太短不够看。
𝚁𝚊𝚔𝚞𝚢𝚘𝚞,看过,推荐,2020-01-03 23:57:45,0,哭成狗
爱影,看过,推荐,2019-12-26 22:29:08,0,死亡不是终点，弯道加速成为永恒
莫失莫忘,看过,推荐,2019-12-08 17:42:41,0,狗眼中的人间聚散 可惜狗命只有十年
fay,看过,还行,2019-12-04 14:44:33,0,好像宠物类的电影，更偏爱以旁白的方式来替宠物做表达，不知道是不是因为这样更容易拍，观众也更容易懂的原因。可以，但真的没有必要。八公一句心里独白都没有，但我的情绪也被套的牢牢的，少点主观臆测吧，动物性才是动物电影的与众不同之处。
红姨,看过,推荐,2020-02-18 12:35:34,0,喜欢这种视角
谁说我没有尾巴,看过,还行,2020-02-26 19:11:49,0,虽然故事设定步步踩到俗的套路点，但依旧在后面哭到崩…
Schwarzgrün,看过,力荐,2019-12-31 21:58:35,0,狗的一生都在陪伴。
小乔,看过,还行,2019-11-13 16:30:10,0,狗片真是来一部哭一部
梦之安魂曲,看过,还行,2019-11-08 11:21:10,0,这可比《一条狗的使命》要好多了。但为什么又是用金毛当主角呢，没有别品种了吗？
松间乐乐,看过,力荐,2020-03-08 18:18:28,0,哭得不行了，KC的配音增彩呀，会有年龄上的变化。
珂洵,看过,力荐,2019-11-26 00:23:53,0,最后小男孩恩佐的出现，还是一下子戳中了泪点，猝不及防。
全塑料外壳,看过,推荐,2019-11-08 00:07:40,0,老套、平淡、温情
李小猫,看过,推荐,2020-01-18 22:31:55,0,"The best drivers focus only on the present. Never dwelling on the past, never committing to the future. There's no dishonor in losing the race, there's only dishonor in not racing because you are afraid to lose. 其实故事美好得有点平淡，我也不是个dog person，但为了杰克滤镜也得加颗星。"
慢吞吞的小君仔,看过,推荐,2020-02-17 23:34:33,0,舒缓又温情，一只狗，两代人。结尾小男孩说自己叫“Enzo”时，男主说：“你让我想起了一个老朋友”让人泪奔。
水蜜桃汽水,看过,推荐,2019-12-02 23:10:43,0,这种类型的电影还没点开，我就备好纸巾了。电影太好哭，观众心甘情愿的被煽情。金毛太可爱了！
lord5180,看过,还行,2019-12-21 10:30:10,0,很一般
.,看过,推荐,2020-02-21 02:01:33,0,看到最后竟然流泪了，阿一古，现在真是老了……
