用户,是否看过,评分,评论时间,有用数,评论
狮与羊,看过,推荐,2019-05-17 12:32:17,18,第二部的体制设定没啥存在感，第三部算是找回来了。打戏是系列最佳了，开场打博班看的真爽，美术也很给力，多种风格都玩得转。
拜金沃斯学者,看过,推荐,2019-05-20 03:53:25,14,开头图书馆和唐人街两场非常棒，又痛又好笑。后面寿司师傅在彭薇薇的歌声中出场就注定了尴尬萌的属性。喽啰战都有点穿帮。哈利贝瑞部分宛如警犬秀。
恬儿萌,看过,很差,2019-06-01 06:00:06,15,从来没有看一部电影气到中途出来的情况，这部真的是给了我一次“绝佳”体验。就请问全世界还有比这种电影梗meaningless的么，120多分钟干打架杀人，有一点意义么，最恶心的是每次死人全影院都在狂笑，笑点在哪？中途被电影恶心出来的体验我也真的是第一次。电影存在的意义是让我们体验不一样的人生，看到更多闪光的头脑，而不是这样毫无意义的打斗。这部电影浪费了我生命中宝贵的两个小时。
TZ_Runner,看过,推荐,2019-06-08 02:31:05,11,又名：《约翰维克3：无限战争》
乌鸦火堂,看过,推荐,2019-08-22 11:31:30,8,基努里维斯的疾速江湖的继续。噱头十足，动作场面凌厉，枪斗术迅猛，然而故事是三部中最差。第二集时维克造反时我说过，电影是武侠小说的路子，未来会出现对抗名门正派（高桌会）的魔教设定，没想到本作只是拓展世界观，魔教被推到了下一集，还是没有真正开战。当然场面戏足够看，不少黑客帝国的梗，尼奥和墨菲斯外，还有医生的角色、以及水下开枪致敬子弹时间。本片也是打星的盛宴，没有头发的马克叔、突袭反派二人组、陈虎也客串了一角。摩洛哥大战太像动作游戏了
Ho_Fai,看过,力荐,2019-06-13 23:58:25,13,基你太美🔫开头就高能，镜头高速切换，结合时钟交叉蒙太奇，雨夜纽约霓虹灯色，甚至有点赛博朋克风的感觉。好看到以为换了导演，感觉导演补习了。总体可以概括为:突袭3，疾速备战，导演绝对回去看了突袭，还请来了突袭系列的两个经典杀手。血腥暴力美学用到美轮美奂，图书杀人，飞刀大战，马蹄杀人，现代忍术加双面镜反射运用……尤其东西方文化元素混合的很好，私认为比杀比要尊重亚洲文化多得多。剧情很多很奇怪，但是已经完全不重要了，一路杀到底，杀到后面甚至让我想暂停缓缓，满身伤痕，但是优雅西装不破。哈里贝瑞也是爱狗人士，本片很多新角色逼格塑造比第二部还高，片尾johnwick宇宙开启。最后说点私人的，妈耶基努太帅了吧💕keanu is too good for this world
国产凌凌期,看过,力荐,2019-05-28 22:39:15,14,别的不想说了，动作戏无可挑剔，影院枪声比飞机引擎还要大，顺便有了头一次去电影院看三级片的奇妙体验。结尾（剧透提醒）温斯顿的几枪差点打翻我对这电影的好感，这绝对是为了引出第4集才给角色安排的这么匪夷所思的举动，不过话说回来，温斯顿是想继续当高层的走狗，还是和威克一起掀翻整个高层，剩下的就看他自己了。港版为各个角色和地标设定起的名字都很有特点。
已注销,看过,力荐,2019-06-07 23:43:07,12,我说你在 john wick里找剧情，你是要笑死人吗？从第一部开始，这电影摆明了就是要拍战术射击和动作，剧情什么的简单粗暴有个大概就行了，什么高深内涵统统滚蛋的呀，还剧情，看不了战术射击，CARS中轴重锁，和莫桑比克你自然感受不到乐趣，人家的重点就是战术射击，这部电影的枪战的专业程度足以秒杀以往N多被称为经典的枪战片.只能说可惜拍的太少了，我希望以后美剧，好莱坞涉及枪战的都拍的这么专业，那才有意思.
谢谢你们的鱼,看过,力荐,2019-08-14 19:18:10,3,本世纪新概念动作片集大成者，在保留前两部风格的同时完美结合了印尼动作片的惨烈，更大的场面，更多的弹药，更复杂的调度以及更彻底的暴力美学，从头到尾的四段动作大戏不断升级、爽度惊人，卡萨布兰克两人两狗的突围战更是惊掉下巴，除了动作戏以外，影片对于杀手酒店的设计真是的太牛逼了！
法兰西胶片,看过,还行,2019-08-18 22:28:18,38,两百个武行，排着队，甚至心里念着数，踩着点，来迁就里维斯越来越臃肿缓慢的身体，就连陈虎这种和里维斯能攀上亲戚的都成了路人武行，一套招就反手摔，反反复复的反手摔剪刀腿，这种漏洞逆天的战斗真的很过瘾吗？不过瘾的话又怎么能接受这个鬼扯的世界观？真的，这个世界上只有癌症能杀死他了。
何倩彤,看过,2019-05-26 22:35:38, ,47,強烈要求拍《John Wick: Chapter 0 - Parahelen》講述他和老婆的愛情故事。
完颜穆尔登格,看过,推荐,2019-07-11 20:45:22,9,"John Wick又来了~~ 第三部披露他居然是白俄罗斯人，蜜汁俄语。 
你杀我狗我跟你干翻，接下来要挑战high table咯。基努里维斯太帅了我花痴。"
X,看过,力荐,2019-05-19 14:30:15,13,john wick系列不愧是当今暴力动作片的翘楚 强烈推荐在杜比影厅观看 家里播放的蓝光碟完全无法展现出导演精心构建的色调以及质感 剧情设定有些瑕疵 但冲着银幕里分分钟轮番登场的各色枪支弹药武器的满满诚意 各式肉搏打斗绝杀场面的精妙创意 以及由于此章节而构建出来的独属于john wick的universe 这个5星实至名归 期待第四章
何阿嵐,看过,2019-05-16 21:56:27, ,28,哥殺的不是黑幫，是寂寞
[已注销],看过,力荐,2019-05-16 23:28:40,10,整个系统越来越丰满，John的身世也开始交待，High Table和下面帮派的矛盾也开始激发，期待下一部。总之看得我丁丁疼，三级头三级甲太牛逼，而且我想养狗了……
ceci,看过,推荐,2019-05-17 00:43:57,16,刚看了个夜场爽了爽，就是喜欢John Wick这种打法，能爆头爆头，绝不废话，深谙补刀（枪）的重要性。肉搏更不需要什么风度美感，能打脸打脸，能踢蛋踢蛋。但剧情上哈利贝瑞那条线如果不是为了下一部埋的，没看出有啥特别意义。下一部要等到何时啊啊啊。
王写写,看过,还行,2019-08-16 13:04:28,7,三星全给暴力奇观。这一部的动作调度让人眼前一亮，很大程度上弥补了人物格斗动作的速度感的缺失。不再仅仅依靠枪斗术了，而是更充分地利用空间道具。扔飞刀和马厩两场戏很精彩。可惜后面又逐步回到枪斗术上去了。总体来说，镜头运动很得要领，剪辑也没有用碎片手法规避人物动作的缓慢与不协调，达成形式与真实的统一，挺执着勇敢的。另外，色彩与光线仍是这个系列的风格标签。而对空间的另一种雕琢，是将主要人物拽出环境，全力展现景深前的事件，只给环境极有限的反应，或完全不给反应。这就形成一种挺有意思的抽离与撕裂，封闭了角色对环境的影响，是通过故意制造虚假，使次要影像元素的运动轨迹不影响主要造型，进而去形式上的表现力，营造出浓烈的游戏感。
水浒三国金刚,看过,推荐,2019-07-11 20:22:56,7,基努靠这系列焕发事业第三春了
思路乐,看过,力荐,2019-08-15 17:41:10,3,【A】近五年来最棒的好莱坞纯种动作电影，也可以看出美国大片正在逐步走出过去依靠“快速摇切”来营造打斗氛围的手法，取而代之的是老式港味动作片的“中景缓切”，用演员实在的格斗技巧来建立“真实感”，并在写实风格内保证最大的动作观赏性。配合上绚丽的光影布景、硬核考究的武器设置、恶趣味横生的血腥镜头，好莱坞再一次向世人证明了自己取悦观众的实力。只可惜受限与基努的年龄和身体技能，在一挑多的动作场面上仍然不及成龙电影那般紧凑流畅。枪斗术一直以来都是这部电影的重要标准，但在第三部却显得过于泛滥疲劳而屈居次位。反而是开头的飞刀战与最后玻璃大厦内的“闯关游戏”最能令我激动。最后，强烈希望第四部能一开始就灭了那个装逼的审判官.....
掉线,看过,推荐,2019-09-13 13:02:35,2,【B-】形式化更进一步，本就弱鸡的剧情这一部更完成成了摆设，基本上已经没有所谓情节，编剧心思全花在了如何扩大设定上（我快怀疑这个世界杀手比正常人都多了）。但另一方面是动作创意显而易见的疲软，飞刀，骑马少数几个场景，其他都让人审美疲劳，不知道下一部还能给出多少新花样。
内陆飞鱼,看过,还行,2019-08-17 19:52:26,3,三星半，一身落魄的爱狗专业户奇洛·李维斯的动作片，这次升级成无政府主义大作了，不过还是没黄金时代的港片好看，论玩来复枪不及发哥的《辣手神探》，论皮带抽人不及李阳中的《精武英雄》……《突袭》里的坏老头也没发挥出来，好莱坞这种题材应该还是给昆汀玩，乌玛·瑟曼主演，《杀死比尔2》什么的，章回体叙事，港片美学什么的，别去拍什么《好莱坞往事》了，继续拍爽片吧！
Ο βασιλιάς,看过,力荐,2019-07-14 00:12:07,2,所以John wick是白俄吉普赛人。所以这个杀手组织和刺客信条有关系
晚安好运©,看过,推荐,2019-07-19 22:21:29,3,居然没有崩诶！规则设定、场景布景和几场特色打斗戏（人犬配合、摩托车、水下）都很有意思。黑客帝国的梗无缝对接，第四部墨菲斯和尼奥这是要矩阵革命啊！
苏莫,看过,很差,2019-07-14 15:00:15,8,多好看的动作也弥补不了这么沙雕的剧情，何况动作戏也很无聊。
qw0aszx,看过,推荐,2019-07-13 02:30:36,5,除了卡萨布兰卡那段之外都是好的
托尼·王大拿,看过,还行,2019-10-21 21:14:59,6,虽然在继续拓展世界观，但过于囫囵吞枣的叙述远不如前两部细致，也有可能是动作戏太满导致的物极必反。不过悬空的高桌本质上还有着相当刻板且有趣的象征，各路玩家都有着在现实中的映射，现在好像就缺犹太人这个角儿了。
cobblest,看过,还行,2019-06-01 14:54:07,9,基努里维斯万国武术大会
蓝猫看好莱坞,看过,还行,2019-05-08 13:07:05,15,"暴力确实，但是例如骑马、骑摩托车追逐的两场戏确实拍得很有趣，马踢后腿都踢得特别有节奏，而摩托车那场戏很像美队2的电梯戏，动作设计和剪辑是有下工夫的。

玻璃房间的打斗戏在场景设计上也满有新意的，制造出很多欺骗人眼的幻影，整个玻璃房间都是真实打造的，视觉效果称奇。不太清楚这一个故事要打多少集才能完，不过只要动作戏上不断出新，相信观众尚没有到厌烦的时候。"
