用户,是否看过,评分,评论时间,有用数,评论
Paco,看过,推荐,2020-02-03 12:31:28,6,和原钻一样绚烂，还是一样虚无？一次让物欲在影像中落地的征程，一次对《穷街陋巷》的当代改写。远超《好时光》，直接把《华尔街之狼》按在地上摩擦，从各种小伎俩到威肯、加内特乃至整个剧作都让它太有实感了，纽约街头已不属于斯科赛斯们，该萨弗迪兄弟上路了，他们的躁动就是纽约和世界的躁动。
孤岛影者,看过,推荐,2019-12-21 19:57:13,4,之前就很喜欢萨弗迪兄弟的《好时光》，享受霓虹灯光与声效中的沉醉，这次同样存在类似的运镜和音效。兄弟俩十年磨一剑的剧本成品，将居民生活与巨星球赛虚实结合，看似疯癫的剧情尽显写实感。电影的选角非常灵，桑德勒的出口成“脏”完美塑造人物。焦躁而喧嚣不止的纽约城，一块原钻使瑕疵的时间更为跌宕，两次锁门将混乱的空间堕入深渊，三场穿梭造就着如梦的起讫。斯科塞斯担任着制片人，唠叨风格也的确挺老马的~（给桑德勒提分加到四星）
大聪看电影,看过,推荐,2020-01-06 17:27:58,4,《原钻》充满原始野性内味纪实方式，每句话都带脏字的欲望世界，狂躁的对白，失焦躁动的镜头语言，无时无刻不让人看得提心吊胆，这也一定不是所有人都能接受的电影风格。这就如主角的世界，会让大部分人觉得望而生畏心惊肉跳，影片从主角疯狂赌徒的视角，打开一个狂野的“动物世界”，原钻就像打开人们恶之欲念，让主角在失去理智的赌博冒险中一再堕落，主角虽然没有得结肠癌，但却得了赌癌，最终迟早赔上自己性命。
EWGemini Lee,看过,推荐,2020-01-10 23:02:06,3,75/100 脏乱差的视与听在萨弗迪兄弟的手中具有魔力一般的带劲，电影整体的表现效果达到了介于混乱和乏腻这两种体验之间，把控协调地恰到好处；画面几乎无时无刻充满着各种声音，有处于主导地位的对白，也有室内和室外的百般杂音，对无必要声音的混入是一种在最开始阶段难以使观众沉浸之中的冒险手法，但事实证明，这种癫狂、混乱且令人窒息的直观表现是勇敢且成功的
陈楸帆,看过,推荐,2019-12-28 23:58:26,4,典型的entropy叙事，最后不断增压的混乱导致系统热寂，导演贯彻意图很到位。一查果然有物理学背景。
猫奴十二年,看过,推荐,2019-12-22 15:15:56,2,焦灼的萨弗迪兄弟，从头至尾，几乎把每个场景都做到紧绷一样好看，去他妈的三幕剧
咋咋咋,看过,推荐,2019-12-23 22:31:03,6,一切都是加法，一切都是混乱，以为要满溢出来了，最后却落得一片虚无。
发条橙,看过,推荐,2019-12-24 21:01:14,3,大写加粗版的《好时光》，极致癫狂！！配乐和打光都太具辨识度。
feeling,看过,推荐,2019-12-25 17:40:06,2,影19362：生活经常会在人快要高潮时来一枪。有因有缘又猝不及防。聒噪，艰难都在那一个冒血的弹孔里结束
长袜子,看过,力荐,2019-12-22 22:32:50,5,奉俊昊年度挚爱之一。狂放、躁动、活力四射。剧本的高明不在于台词也不在于结构，而在于张力十足的情景设计，两个例子：①KG还宝石时，一行人被障碍的电动门困在小空间，然后和外面四处奔走修门的男主对比鲜明，争执持续升温②男主在孩子表演前一刻被债主擒获→车内交涉却发现自己下的必胜赌注被提前拦截→被剥光衣服困在车尾箱只能向即将离婚的妻子求救，一连串的进阶倒霉事基本上就是整部片子的缩影。亚当桑德勒举手投足的喜剧既视感让观众对男主这个倒霉蛋有更复杂的情感，这个角色确实需要一个喜剧演员去出演，标志性的那种露牙傻笑更是把最后五分钟的结尾震撼度翻倍。P.S.奉俊昊和萨弗迪兄弟今年的作品都选择了用石头作为标志元素，或许这也是他们互相欣赏的原因（约书亚萨弗迪把《寄生虫》列为2010s十佳之一）。90
