用户,是否看过,评分,评论时间,有用数,评论
[已注销],看过,较差,2020-01-05 01:19:40,2,睡着了
阿朽,看过,还行,2020-01-07 20:05:43,0,买成了中文版，虽然配音还不错也确实扣分了。娱乐片。
Enjoy🌈Rachel,看过,推荐,2020-01-05 15:22:49,0,荷兰弟真的是太太太太太可爱了！！！好想看真人版对戏啊～
梵目,看过,推荐,2020-03-03 23:17:52,0,相当有趣+脑洞了。
羚羊的灵魂,看过,推荐,2019-12-28 00:27:29,3,已经是蓝天数一数二的水平了。而这个故事之所以做成动画，大概是因为“坚持善良，并用善良来感化一切”这个核心，在现实生活中已经不复存在了吧。
Q·ian·Sivan,看过,还行,2020-01-04 05:54:43,0,"「What's wrong with weird? The world needs weird.」『Downtown - Cineplex Cinemas Yonge-Dundas and VIP - Summer, Shita, Niki, Jacky, Ying, Francis, Richard  2019/12/31』"
法兰西胶片,看过,还行,2020-01-08 01:00:09,3,20年前我们看的是《非常小特务》和《天才小子吉米》，概念都是陈旧的，但胜在完整，以及个别动作创意，其实根源都是乐观主义科幻。荷兰弟不检查剧本的，大概不到一年的时间拍死了八百架无人机吧。唉，说机不说吧，文明你我他嘛。
probe,看过,还行,2020-02-29 00:47:09,0,美国电脑动画那些共通程式不提。威尔史密斯的这个特工角色着实只是个空有蛮力没大脑的丑角。自《冰雪奇缘》蹭百合擦边球后，这部片又进一步蹭到了屎尿屁的擦边球，各种暧昧恶搞可以说与观众都心照不宣了，在视觉风格僵化，技术再进步也已没啥刺激度提升的美式动画流水线上，大概就只能看啥时有直接突破LGBT界限的作品出现了。
贺兰迈克,看过,推荐,2020-03-06 05:20:05,0,创意一般节奏却很好。虽然爆米花感很强但产生了一种看爱死机续集的感觉
叉叉,看过,还行,2020-01-05 16:59:35,1,想看真人版荷兰弟坐史皇大腿的画面！小朋友和各种大叔都谜之相配是怎么回事啦哈哈哈哈
Coralineee,看过,还行,2020-02-29 03:11:42,1,"this is truly one of the worst written movie script-wise, none of the jokes works, feels like it was written by a 14 yo who laughs at the number 69 and has a weird fetish for pigeons and has read too many fanfics and is raised by two snowflake parents, or it could just be a satire and i completely missed the punchline"
淋,看过,推荐,2020-02-29 20:32:04,0,这也太基了！变成鸽子还变性下蛋，他为他流泪，他就坐他大腿，还有i will always have your back，韩剧他妈也拍不成这样！
Black Tulip,看过,推荐,2020-01-16 17:56:58,0,动画界的憨豆特工，变身鸽子真的是脑洞大开了！笑~
荆棘,看过,较差,2020-03-03 10:04:20,0,剧情和台词还能更弱智一点么？
荒林,看过,还行,2020-01-12 19:03:33,0,蛮爽的，而且还有恶趣味
Yvonne,看过,推荐,2020-03-09 23:17:46,0,知道了很多关于鸽子的知识
